filename,zoom_range,zoom_cv,bounce_rate_per_s,zoom_velocity_log_p95,drift_per_minute,valid_frame_fraction
Hononega-Varsity_4x400m-IMG_3707_B_baseline.mkv,0.44999999999999996,0.002654522436576444,6.125354247676794,0.0007262585569977198,-0.11932117660719767,1.0
Hononega-Varsity_4x400m-IMG_3707_B_baseline_clip0.mkv,0.00247073740430781,0.0003256985641355207,5.157780195865071,0.00047945375385060734,-0.12099990014619876,1.0
Hononega-Varsity_4x400m-IMG_3707_B_baseline_clip1.mkv,0.004233919916907247,0.0004489280887114927,6.276923076923077,0.0005952503094666107,-0.12594576254144146,1.0
Hononega-Varsity_4x400m-IMG_3707_D_gated.mkv,0.44999999999999996,0.002654522436576444,6.125354247676794,0.0007262585569977198,-0.11932117660719767,1.0
Hononega-Varsity_4x400m-IMG_3707_D_gated_clip0.mkv,0.00247073740430781,0.0003256985641355207,5.157780195865071,0.00047945375385060734,-0.12099990014619876,1.0
Hononega-Varsity_4x400m-IMG_3707_D_gated_clip1.mkv,0.004233919916907247,0.0004489280887114927,6.276923076923077,0.0005952503094666107,-0.12594576254144146,1.0
